,Return,volatility,000001.SZ Weight,000002.SZ Weight,000060.SZ Weight,000503.SZ Weight,002241.SZ Weight
0,-0.17488087947432646,0.3684782779068623,0.3094351787599317,0.10469996278045801,0.035624189436000805,0.2993187323768227,0.2509219366467868
1,-0.23865448082777857,0.3697659648573443,0.12744599007651672,0.2316689574999489,0.29009038484131344,0.04897893574358759,0.3018157318386334
2,-0.22904091000533267,0.382909886171005,0.0653789342773184,0.2876317014457872,0.10613344744285585,0.20472885026893797,0.3361270665651005
3,-0.21105589620549625,0.35628050465421157,0.29255434861879515,0.07828892869343071,0.09204241580414724,0.26489474420132647,0.27221956268230046
4,-0.12422462663034793,0.3634704341892113,0.4238807432014728,0.08574361138813909,0.12241923441352921,0.14876974374584365,0.21918666725101532
5,-0.1473480338982795,0.3799780969646581,0.22525400716807822,0.19790305086469778,0.08706322321285598,0.3339186461861714,0.15586107256819648
6,-0.1464621530629735,0.37995240603109137,0.17397559041618196,0.2770652131296503,0.28465055512545534,0.11852291822212441,0.14578572310658802
7,-0.20040848421482815,0.36422024720297264,0.14383458162477752,0.22509492143610446,0.2077045295513322,0.2198904038246719,0.203475563563114
8,-0.2022780262369941,0.3638328302162555,0.15979499305175424,0.17035385971148317,0.32447852945971856,0.2778963704396758,0.06747624733736819
9,-0.2374440661199412,0.3883836980427183,0.010251192768056052,0.3379197138923714,0.36506975906069455,0.0261416000534051,0.2606177342254729
10,-0.15034648467237283,0.36698962007093544,0.23632931462223103,0.20117679548466066,0.20428369240229924,0.20680099095349289,0.15140920653731613
11,-0.3188986278951138,0.36372066623328897,0.06287020558636576,0.09665310689273164,0.5189939604144364,0.2569283741882153,0.06455435291825096
12,-0.21451387279868894,0.3574097831364019,0.26801624420236103,0.06492437028378187,0.44426393589149804,0.1685893678090402,0.054206081813318756
13,-0.27829997107413795,0.36266625062570407,0.013736023635606599,0.23396122957782464,0.271886704703964,0.257347846201838,0.22306819588076693
14,-0.16243147003836886,0.36791169126692236,0.21532925147688717,0.21848340979334777,0.18545690998527603,0.17825282981406243,0.20247759893042655
15,-0.22413444293977627,0.3692787320503417,0.07268881276389125,0.260573382144384,0.37898924007140583,0.13264122288505636,0.15510734213526248
16,-0.3836217058147193,0.41499193564538933,0.008705667017934073,0.09348218584468605,0.010953403572500992,0.4795904931272454,0.40726825043763343
17,-0.19487812264595064,0.395321931705236,0.1996169570377746,0.11393418987308376,0.10351102674986579,0.4999553552503604,0.08298247108891542
